21.988, 22.56783, 0.0, 237.0, 41.844, 10.08017, 26.23133, 20.89783
53.04183, 25.80183, 0.0, 89.0, 21.988, 41.844, 22.56783, 26.23133
47.39333, 27.40033, 0.0, 85.0, 53.04183, 21.988, 25.80183, 22.56783
1.43483, 19.22817, 0.0, 248.0, 47.39333, 53.04183, 27.40033, 25.80183
30.9535, 21.44933, 0.0, 78.0, 1.43483, 47.39333, 19.22817, 27.40033
20.6795, 17.98083, 0.0, 75.0, 30.9535, 1.43483, 21.44933, 19.22817
57.51917, 28.05533, 0.0, 91.0, 20.6795, 30.9535, 17.98083, 21.44933
18.019, 22.78733, 0.0, 238.0, 57.51917, 20.6795, 28.05533, 17.98083
14.84517, 22.124, 0.0, 239.0, 18.019, 57.51917, 22.78733, 28.05533
29.49767, 24.4655, 0.0, 235.0, 14.84517, 18.019, 22.124, 22.78733
3.42617, 20.09733, 0.0, 246.0, 29.49767, 14.84517, 24.4655, 22.124
7.82, 20.00583, 0.0, 243.0, 3.42617, 29.49767, 20.09733, 24.4655
15.588, 21.91783, 0.0, 239.0, 7.82, 3.42617, 20.00583, 20.09733
-0.6995, 17.64267, 0.0, 250.0, 15.588, 7.82, 21.91783, 20.00583
29.484, 24.47367, 0.0, 234.0, -0.6995, 15.588, 17.64267, 21.91783
11.82067, 22.24667, 0.0, 70.0, 29.484, -0.6995, 24.47367, 17.64267
0.857, 19.132, 0.0, 248.0, 11.82067, 29.484, 22.24667, 24.47367
47.3935, 27.40017, 0.0, 86.0, 0.857, 11.82067, 19.132, 22.24667
47.39333, 27.40033, 0.0, 84.0, 47.3935, 0.857, 27.40017, 19.132
1.6525, 19.2285, 0.0, 248.0, 47.39333, 47.3935, 27.40033, 27.40017
21.70333, 23.0145, 0.0, 237.0, 1.6525, 47.39333, 19.2285, 27.40033
52.27367, 27.38483, 0.0, 216.0, 21.70333, 1.6525, 23.0145, 19.2285
45.27317, 26.54283, 0.0, 231.0, 52.27367, 21.70333, 27.38483, 23.0145
